Speaker	Utterance	Emotion	Sentiment
maya	तुम्हरे प्यार् मे ओर् मोनिश के घर् के पर्दो मे मुझे कुछ् खस् अन्तर् न्हि दिख्त	contempt	negative
monisha	आइल॥दद्द्य् जी क प्यार् लाल् है?	neutral	neutral
maya	न्हि॥फ़दे हो चुक  है॥ज़र याद् कर्क्र् बतओ इन्द्रवर्धन् ॥पीछ्ले पान्च् सालो मे तुम्ने मुझे इ लोवे योउ क्ब् कह है	neutral	neutral
indravardhan	हर् बात् बयन् कर्के बोल्न जरुरि न्हि होति॥वैसे तो रोशेश् को भि पीछ्ले पान्च् साल् मे मैने न्हि कह है इ हते योउ॥तो एस्क मतलब् ये थोदि हुअ कि मै उस्से नफ़्रत् न्हि कर्त 	neutral	neutral
roshesh	आप्ने मुझ्से इ हते योउ कह थ ओकय्?	anger	negative
indravardhan	क्ब्?	neutral	neutral
roshesh	पीछ्ले साल्, जब् मिने सब्के सम्ने कह थ कि आप्को चोच्क्रोअच् से दर् ल्ग्त है तब्	neutral	neutral
indravardhan	चल् हत्त् मै चोच्क्रोअच् वोच्क्रोअच् से न्हि दर्त हु	neutral	neutral
roshesh	अछ? तो लाउ मोनिश भभि के घर् से बद वल चोच्क्रोअच्॥ऐसे ऐसे कर्त हुआ? योउ वैत् नोव्	neutral	neutral
indravardhan	सित् रोशेश्॥सित्	anger	negative
sahil	रोशेश्॥दद् को चोच्क्रोअच् से दर् लग्त् है  कि न्हि ये सबित् कर्ने क वक़्त् न्हि है	anger	negative
indravardhan	चोर्रेच्त्॥चोर्रेच्त्	neutral	neutral
sahil	थे क़ुएस्तिओन् इस् क्य मोम् सुधन्शु से प्यार्॥	neutral	neutral
maya	थत् इस् नोत् क़ुएस्तिओन्॥सुधन्शु मुझ्से प्यार् कर्त है अन्द् थत् इस् इम्पोर्तन्त् फ़ोर् मे	neutral	neutral
sahil	अरे योउ सुरे मोम्?	neutral	neutral
maya	हान्॥वो म्म्म्म् मय कर्के हक्लने लग है	neutral	neutral
monisha	तो अप्न द्रिवेर् वकर् भि म्म्म् मेम्सहब् कर्के हक्लत है॥	neutral	neutral
indravardhan	हान् तो वकार् को भि मय से प्यार् हो ग्य है	joy	positive
maya	देख तुम्ने मज़ाक् ॥हर् बात् मे मज़क्॥पीछ्ले तीस् साल् मे एस् आद्मि ने ह्मरि ज़िन्दगि को सिर्फ़् एक् मज़क् ब्न दिय है॥अन्द् क़ुइएत् होनेस्त्ल्य् मै थक् ग्यि हु इन्द्रवर्धन् कि गोवेर्नेस्स् बन्के॥सुबह् उथ्ते हि शुरु हो जाओ इन्द्रव्रधन् दुध् पी लो॥इन्द्रवर्धन् वो मत् खओ॥एक्षेर्चिसे कर् लो, मोनिश के साथ् अन्तक्शरि मत् खेलो प्लेअसे, मोनिश आम् कि गुथ्लि ख कर् अप्नि स्किर्त् मे हाथ् मत् पूचो, सहिल् क उन्देर्वेअर् अप्ने सित्तिन्ग् र्रोम् मे मत् सुखओ	contempt	negative
